advanced_priority_rank,state,city,station_name,current_aqi,current_aqi_category,forecast_aqi_next,forecast_aqi_category,forecast_aqi_change,forecast_trend,hotspot_status,advanced_priority_score,advanced_priority_category,health_exposure_risk_score,dispersion_index,satellite_aerosol_proxy_score,primary_pollution_source,recommended_intervention,lat,lon
350,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",323.85,Very Poor,296.22681087577115,Poor,-27.623189124228873,Decreasing,Critical current hotspot,37.0,Low,40.5,42.28,16.71,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",23.81748678,79.446246
351,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",271.3,Poor,278.7355308110518,Poor,7.435530811051763,Stable,High forecast hotspot,36.8,Low,39.23,44.49,20.2,Construction / road dust,"High-priority intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",19.95022,73.73148
352,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",329.7,Very Poor,326.8073201819459,Very Poor,-2.8926798180540914,Stable,Critical forecast hotspot,36.76,Low,39.54,42.38,12.76,Insufficient pollutant signal,Immediate intervention: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,24.2613009,80.7231783
353,Jammu and Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",201.0,Poor,193.91129472228988,Moderate,-7.088705277710119,Stable,High current hotspot,36.72,Low,35.1,61.59,24.12,Construction / road dust,"High-priority intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",34.06313,74.96017
354,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",312.13,Very Poor,327.30680871712565,Very Poor,15.176808717125652,Stable,Critical forecast hotspot,36.5,Low,41.48,22.52,27.45,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.296139,74.961696
355,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",162.41,Moderate,180.46555466934404,Moderate,18.055554669344048,Stable,Watchlist,36.44,Low,27.19,80.33,18.05,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",22.1910172,83.5197009
356,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",149.87,Moderate,149.97088888888933,Moderate,0.10088888888932956,Stable,Watchlist,36.41,Low,29.77,79.67,21.16,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",25.610369,85.132568
357,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",109.0,Moderate,301.5443426042629,Very Poor,192.5443426042629,Increasing,Critical forecast hotspot,36.23,Low,26.77,39.63,31.81,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",22.9682591,76.064118
358,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",300.0,Poor,312.54200181273285,Very Poor,12.542001812732849,Stable,Critical forecast hotspot,36.08,Low,39.89,43.66,11.37,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",18.530085,73.849598
359,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",306.27,Very Poor,328.745514006599,Very Poor,22.47551400659904,Stable,Critical forecast hotspot,35.88,Low,39.42,36.85,14.32,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",17.65439,75.90649
360,Uttar Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",137.34,Moderate,138.27884019841227,Moderate,0.9388401984122652,Stable,Watchlist,35.8,Low,22.99,88.06,21.18,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.730136,83.433859
361,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",242.61,Poor,248.1972163419917,Poor,5.587216341991677,Stable,High forecast hotspot,35.7,Low,35.99,49.54,20.75,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",21.143383,79.048912
362,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",242.61,Poor,238.2640498015876,Poor,-4.3459501984124245,Stable,High forecast hotspot,35.08,Low,32.14,61.32,13.77,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",12.415911,75.73505
363,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",271.3,Poor,279.2868423757853,Poor,7.9868423757852725,Stable,High forecast hotspot,34.82,Low,38.83,33.93,22.63,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",20.555712,74.529236
364,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",256.96,Poor,264.7357357407414,Poor,7.775735740741425,Stable,High forecast hotspot,34.81,Low,33.87,48.38,17.9,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",19.063,73.1209
365,Assam,Guwahati,"IITG, Guwahati - PCBA",162.41,Moderate,160.60596489418035,Moderate,-1.8040351058196507,Stable,Watchlist,34.61,Low,24.66,89.31,9.55,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",26.2028636,91.70046436
366,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",124.81,Moderate,138.8727958333329,Moderate,14.062795833332899,Stable,Watchlist,34.57,Low,22.17,96.59,10.45,Vehicular traffic,"Routine monitoring: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",25.6635413,94.0989878
367,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",285.65,Poor,292.6371889055057,Poor,6.987188905505718,Stable,High forecast hotspot,34.53,Low,37.31,26.34,27.68,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.031443,76.359327
368,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",306.27,Very Poor,310.09352031283373,Very Poor,3.8235203128337503,Stable,Critical forecast hotspot,34.4,Low,38.34,33.56,16.42,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",20.939198,77.765701
369,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",285.65,Poor,253.7699428896108,Poor,-31.880057110389174,Decreasing,High forecast hotspot,34.38,Low,35.12,49.34,14.1,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",13.029152,77.585901
369,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",228.26,Poor,271.63888952380955,Poor,43.37888952380956,Increasing,High forecast hotspot,34.38,Low,33.33,52.24,12.08,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",19.215859,72.831718
370,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",300.0,Poor,291.7498271739674,Poor,-8.25017282603261,Stable,High forecast hotspot,34.36,Low,40.47,21.94,27.13,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",28.207266,76.829265
371,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",300.0,Poor,302.8302089026638,Very Poor,2.8302089026637987,Stable,Critical forecast hotspot,34.17,Low,37.35,32.1,19.32,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",29.61075,74.283608
372,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",256.96,Poor,269.5198265800869,Poor,12.559826580086906,Stable,High forecast hotspot,34.13,Low,34.34,37.63,23.61,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",25.435774,75.644272
373,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",329.7,Very Poor,336.24721395607526,Very Poor,6.547213956075268,Stable,Critical forecast hotspot,33.73,Low,39.51,26.81,13.91,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",16.802639,75.722694
374,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",242.61,Poor,268.8752053371663,Poor,26.265205337166265,Increasing,High forecast hotspot,33.61,Low,33.24,45.17,16.21,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.215784,73.199781
375,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",341.42,Very Poor,324.2126415410329,Very Poor,-17.20735845896712,Stable,Critical forecast hotspot,33.46,Low,40.12,24.56,15.39,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",16.172806,75.659694
376,Uttar Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",174.94,Moderate,185.48219254606747,Moderate,10.542192546067469,Stable,Watchlist,33.38,Low,25.7,76.53,10.85,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",28.38910936,79.42963708
377,Maharashtra,Beed,"Bir, Beed - MPCB",256.96,Poor,290.8056960303483,Poor,33.845696030348336,Increasing,High forecast hotspot,33.36,Low,33.64,38.64,16.71,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",18.988474,75.753873
377,Uttar Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",271.3,Poor,279.8182113494917,Poor,8.518211349491708,Stable,High forecast hotspot,33.36,Low,35.09,39.38,16.47,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",28.2348927,77.8683002
378,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",323.85,Very Poor,333.56107268553103,Very Poor,9.711072685531008,Stable,Critical forecast hotspot,33.32,Low,40.65,22.5,15.43,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.699557,77.898881
379,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",306.27,Very Poor,292.53737979954843,Poor,-13.73262020045155,Stable,Critical current hotspot,33.28,Low,37.75,28.2,20.08,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.213494,73.734444
380,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",256.96,Poor,290.9112428328691,Poor,33.95124283286913,Increasing,High forecast hotspot,33.23,Low,33.9,29.09,24.46,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",28.018792,73.292658
381,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",300.0,Poor,302.5617433842314,Very Poor,2.56174338423142,Stable,Critical forecast hotspot,33.21,Low,37.0,28.18,19.69,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",24.041198,74.780702
382,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",228.26,Poor,256.05026324074106,Poor,27.79026324074107,Increasing,High forecast hotspot,32.95,Low,30.61,55.54,9.73,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.222279,72.957979
383,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",300.0,Poor,291.8027314907124,Poor,-8.197268509287596,Stable,High forecast hotspot,32.72,Low,37.1,37.79,10.57,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",22.7524,75.8872
384,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",174.94,Moderate,178.48759826797448,Moderate,3.547598267974479,Stable,Watchlist,32.65,Low,27.09,54.92,27.25,Construction / road dust,"Routine monitoring: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",21.606865,85.510538
385,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",200.0,Moderate,220.6758862831232,Poor,20.67588628312319,Stable,High forecast hotspot,32.62,Low,28.97,57.23,15.24,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",19.053536,72.84643
386,Uttar Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",149.87,Moderate,152.73981746031785,Moderate,2.8698174603178472,Stable,Watchlist,32.61,Low,23.93,77.21,15.33,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",25.494,81.863
387,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",242.61,Poor,236.0032904557485,Poor,-6.606709544251515,Stable,High forecast hotspot,32.54,Low,33.5,42.07,20.33,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",17.544899,78.486949
388,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",187.47,Moderate,198.33889672584465,Moderate,10.86889672584465,Stable,Watchlist,32.52,Low,29.95,45.95,27.95,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",23.55519,74.44001
389,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",187.47,Moderate,183.64816878709465,Moderate,-3.8218312129053515,Stable,Watchlist,32.12,Low,28.77,54.02,23.01,Vehicular traffic,"Routine monitoring: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",12.920984,77.584908
390,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",83.1,Satisfactory,83.67969777777766,Satisfactory,0.5796977777776675,Stable,Watchlist,32.06,Low,19.5,85.4,23.44,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",12.88925,74.853
391,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",256.96,Poor,259.040390569986,Poor,2.0803905699860366,Stable,High forecast hotspot,31.96,Low,35.21,38.79,15.39,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.19862,77.92066
392,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",285.65,Poor,291.0697894257713,Poor,5.4197894257713415,Stable,High forecast hotspot,31.87,Low,34.89,32.76,15.03,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",11.9309,79.8027
393,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",256.96,Poor,284.34954630680056,Poor,27.389546306800582,Increasing,High forecast hotspot,31.74,Low,33.52,29.9,19.84,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",25.344694,72.626208
394,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",213.91,Poor,201.29391927538137,Poor,-12.616080724618627,Stable,High forecast hotspot,31.68,Low,29.84,51.03,19.14,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",19.000083,72.813993
395,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",242.61,Poor,260.8900854689758,Poor,18.280085468975813,Stable,High forecast hotspot,31.28,Low,33.2,27.58,24.82,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.608912,75.153302
396,Chhattisgarh,Korba,"Rampur, Korba - CECB",137.34,Moderate,156.96631880952418,Moderate,19.62631880952418,Stable,Watchlist,31.06,Low,21.68,72.89,15.15,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",22.368195,82.746431
396,Andhra Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",162.41,Moderate,192.23700955618023,Moderate,29.82700955618023,Increasing,Emerging hotspot,31.06,Low,25.83,43.76,30.18,Photochemical smog,"Preventive intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",13.67,79.35
397,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",285.65,Poor,303.76434743148207,Very Poor,18.114347431482088,Stable,Critical forecast hotspot,30.99,Low,36.08,19.8,19.71,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",20.719516,77.000253
398,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",124.81,Moderate,134.72188738095235,Moderate,9.91188738095235,Stable,Watchlist,30.82,Low,22.12,71.87,18.72,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",25.859655,85.77944
399,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",200.0,Moderate,194.3608338974116,Moderate,-5.639166102588405,Stable,Watchlist,30.77,Low,27.68,57.23,14.29,Vehicular traffic,"Routine monitoring: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",19.11074,72.86084
400,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",256.96,Poor,268.3489474443279,Poor,11.388947444327925,Stable,High forecast hotspot,30.73,Low,32.79,29.65,20.05,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.358805,73.047444
401,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",271.3,Poor,190.23084499628385,Moderate,-81.06915500371616,Decreasing,High current hotspot,30.7,Low,32.34,40.09,20.38,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",23.210494,77.425409
402,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",242.61,Poor,266.2162253282832,Poor,23.606225328283188,Stable,High forecast hotspot,30.56,Low,31.09,37.48,14.67,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.10122,74.73339
403,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",228.26,Poor,184.4027626984129,Moderate,-43.857237301587105,Decreasing,High current hotspot,30.51,Low,28.18,52.9,16.15,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",23.163174,79.973061
404,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",137.34,Moderate,161.4618628703709,Moderate,24.121862870370904,Stable,Watchlist,30.4,Low,24.71,46.94,31.71,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",24.892047,74.623527
405,Rajasthan,Kota,"Nayapura, Kota - RSPCB",213.91,Poor,230.24893407441007,Poor,16.338934074410076,Stable,High forecast hotspot,29.85,Low,28.88,34.93,23.33,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",25.196024,75.855668
406,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",174.94,Moderate,180.18697877680387,Moderate,5.246978776803871,Stable,Watchlist,29.82,Low,26.41,51.67,20.09,Vehicular traffic,"Routine monitoring: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",12.938539,77.5901
407,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",124.81,Moderate,142.91368694444446,Moderate,18.103686944444462,Stable,Watchlist,29.71,Low,19.09,59.29,27.8,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",23.80569,86.44268
408,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",228.26,Poor,227.8591012205977,Poor,-0.4008987794022971,Stable,High forecast hotspot,29.7,Low,29.71,36.29,21.09,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",19.265594,76.761463
409,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",187.47,Moderate,192.77174309816283,Moderate,5.301743098162831,Stable,Watchlist,29.56,Low,26.49,47.82,20.18,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",10.942451,76.978996
410,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",323.85,Very Poor,325.555653095762,Very Poor,1.7056530957619884,Stable,Critical forecast hotspot,29.5,Low,35.34,19.73,11.19,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",15.34763,76.181767
411,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",145.38,Moderate,146.665566984127,Moderate,1.2855669841270014,Stable,Watchlist,29.21,Low,26.96,44.4,29.76,Construction / road dust,"Routine monitoring: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",13.0052189,80.2398125
412,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",124.81,Moderate,139.44028620370366,Moderate,14.630286203703662,Stable,Watchlist,29.18,Low,18.93,80.19,7.91,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",27.33853,88.614099
413,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",228.26,Poor,251.01272380230904,Poor,22.75272380230905,Stable,High forecast hotspot,28.91,Low,29.06,36.3,14.62,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",18.39963,76.57452
414,Uttar Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",112.28,Moderate,124.50555793650813,Moderate,12.225557936508125,Stable,Watchlist,28.81,Low,18.18,73.84,15.76,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",25.262326,82.995408
415,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",242.61,Poor,252.4045040740745,Poor,9.794504074074496,Stable,High forecast hotspot,28.76,Low,28.21,42.72,9.07,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",19.2268427,73.0788456
416,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",99.0,Satisfactory,154.9385989294079,Moderate,55.9385989294079,Increasing,Emerging hotspot,28.72,Low,21.51,51.13,26.4,Construction / road dust,"Preventive intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",12.917348,77.622813
417,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",64.0,Satisfactory,279.8406411742943,Poor,215.84064117429432,Increasing,High forecast hotspot,28.67,Low,19.26,37.1,18.73,Construction / road dust,"High-priority intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",12.21041,76.37376
418,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",242.61,Poor,237.1925134523813,Poor,-5.417486547618722,Stable,High forecast hotspot,28.34,Low,29.38,35.6,15.01,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",16.5038,74.3623
419,Uttar Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",174.94,Moderate,192.45255157391784,Moderate,17.512551573917847,Stable,Watchlist,28.3,Low,23.67,50.69,16.13,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",25.4547,78.6039
420,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",228.26,Poor,225.62591794125663,Poor,-2.6340820587433598,Stable,High forecast hotspot,28.25,Low,27.82,42.78,12.27,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",19.02579,73.10297
421,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",200.0,Moderate,240.81660911824585,Poor,40.81660911824585,Increasing,High forecast hotspot,28.21,Low,27.02,34.11,18.06,Construction / road dust,"High-priority intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",25.747299,71.393989
422,Uttar Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",200.0,Moderate,202.13950514822287,Poor,2.1395051482228666,Stable,High forecast hotspot,27.81,Low,28.07,34.44,22.21,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.571409,77.655757
423,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",256.96,Poor,268.8591363560424,Poor,11.899136356042447,Stable,High forecast hotspot,27.69,Low,31.85,17.87,20.15,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",15.3714823,75.1160168
424,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",121.48,Moderate,118.86102673280422,Moderate,-2.618973267195784,Stable,Watchlist,27.61,Low,22.3,54.82,24.61,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",20.362421,72.918013
425,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",228.26,Poor,219.6439659241458,Poor,-8.616034075854202,Stable,High forecast hotspot,27.54,Low,28.6,25.67,24.79,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.912329,70.909168
426,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",228.26,Poor,227.30352393921711,Poor,-0.956476060782876,Stable,High forecast hotspot,27.42,Low,27.9,30.8,19.62,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.29581,73.082283
427,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",187.47,Moderate,197.71781781839235,Moderate,10.247817818392349,Stable,Watchlist,27.07,Low,26.8,42.86,14.1,Construction / road dust,"Routine monitoring: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",22.7084,75.8815
428,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",200.0,Moderate,211.66915226518088,Poor,11.669152265180884,Stable,High forecast hotspot,27.04,Low,27.66,24.41,27.05,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",28.108988,75.386577
